Titulares,P,CA,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,Eventos,partido,equipo,localizacion
William Carvalho  81',-,-,0,0,0,0,0,2,1,0,1,0,0,77.8,,13,betis,visitante
Andrés Guardado,-,-,1,1,4,1,0,2,1,0,0,2,2,94.8,,13,betis,visitante
Loren Morón,-,-,4,1,1,0,0,1,2,1,1,0,2,56.3,,13,betis,visitante
Jan Oblak,3,0,0,0,0,0,0,0,0,0,0,0,0,44,,14,atletico,local
Diego Godín,-,-,0,0,0,0,0,1,2,4,0,0,0,84.4,,14,atletico,local
Stefan Savic,-,-,1,0,0,0,0,0,0,3,1,0,2,82.5,,14,atletico,local
Juanfran Torres  35',-,-,0,0,1,1,0,0,0,0,1,0,0,50,,14,atletico,local
Lucas Hernández,-,-,2,0,5,1,2,1,0,0,4,0,0,79.2,,14,atletico,local
Saúl Ñíguez,-,-,3,0,1,0,1,0,1,0,6,2,1,79.7,,14,atletico,local
Thomas Lemar,-,-,1,1,4,1,2,0,0,4,0,3,2,85.7,,14,atletico,local
Rodri Hernández,-,-,0,0,0,0,0,0,0,1,3,0,0,90.9,,14,atletico,local
Antoine Griezmann  76',-,-,2,1,5,2,0,1,1,0,1,1,1,76.2,,14,atletico,local
Ángel Correa  65',-,-,0,0,3,1,2,2,0,0,1,2,1,72.2,,14,atletico,local
Diego Costa,-,-,0,0,0,0,1,3,2,0,0,1,0,66.7,,14,atletico,local
Alberto García,1,0,0,0,0,0,0,0,0,0,0,0,0,76,,14,rayo,visitante
Luis Advíncula,-,-,1,0,2,0,0,1,2,0,3,1,0,85,,14,rayo,visitante
Abdoulaye Ba,-,-,0,0,0,0,0,0,1,2,3,0,0,88.9,,14,rayo,visitante
Álex Moreno,-,-,1,0,3,1,0,0,2,2,2,0,3,83.9,,14,rayo,visitante
Jordi Amat,-,-,0,0,0,0,0,0,0,0,0,4,0,90.9,,14,rayo,visitante
Adrián Embarba,-,-,4,1,10,2,2,1,0,3,1,2,2,86.2,,14,rayo,visitante
Gorka Elustondo,-,-,0,0,0,0,0,1,1,4,1,0,0,89.4,,14,rayo,visitante
Gael Kakuta  68',-,-,0,0,2,1,0,1,0,1,0,3,0,79.4,,14,rayo,visitante
Óscar Trejo,-,-,2,0,2,1,1,0,1,1,4,3,3,75.9,,14,rayo,visitante
Santi Comesaña  68',-,-,0,0,1,1,0,0,0,1,2,2,1,75,,14,rayo,visitante
Álvaro García  76',-,-,2,0,2,0,2,0,1,2,0,0,2,56.5,,14,rayo,visitante
Jordi Masip,4,0,0,0,0,0,0,0,0,0,1,0,0,45.2,,15,valladolid,local
Kiko Olivas,-,-,1,1,0,0,0,1,0,3,1,0,0,85.7,,15,valladolid,local
Fernando Calero,-,-,0,0,0,0,0,0,0,2,1,0,0,79.5,,15,valladolid,local
Javi Moyano,-,-,0,0,0,0,0,0,1,3,1,0,2,94.1,,15,valladolid,local
Nacho Martínez,-,-,0,0,4,0,1,0,1,1,4,0,1,72.1,,15,valladolid,local
Borja Fernández  63',-,-,0,0,0,0,0,0,2,1,0,0,0,81.3,,15,valladolid,local
Rubén Alcaraz,-,-,2,1,6,2,0,2,3,1,3,1,0,77.8,,15,valladolid,local
Toni Villa  86',-,-,0,0,2,0,0,2,0,2,1,1,0,86.4,,15,valladolid,local
Anuar Mohamed,-,-,0,0,1,0,0,1,3,1,1,2,0,84.6,,15,valladolid,local
Óscar Plano,-,-,1,0,3,2,2,1,0,0,0,1,1,78.6,,15,valladolid,local
Enes Ünal  69',-,-,2,1,0,0,2,1,2,0,0,0,1,54.2,,15,valladolid,local
Marc-André ter Stegen,4,0,0,0,0,0,0,0,0,0,0,0,0,85.7,,15,barcelona,visitante
Gerard Piqué,-,-,0,0,0,0,0,1,1,1,1,0,0,90.9,,15,barcelona,visitante
Jordi Alba,-,-,0,0,3,0,5,0,1,0,2,2,1,85.7,,15,barcelona,visitante
Sergi Roberto,-,-,0,0,0,0,1,1,0,3,2,1,1,81.8,,15,barcelona,visitante
Samuel Umtiti,-,-,0,0,0,0,0,0,0,1,0,1,0,92.9,,15,barcelona,visitante
Ivan Rakitic,-,-,0,0,2,1,0,0,2,1,0,0,0,91,,15,barcelona,visitante
Sergio Busquets,-,-,0,0,0,0,0,4,1,0,1,0,1,79.7,,15,barcelona,visitante
Philippe Coutinho  83',-,-,1,1,2,0,2,1,2,0,0,2,2,91.5,,15,barcelona,visitante
Luis Suárez  90',-,-,2,1,1,1,1,0,1,0,0,0,0,76.5,,15,barcelona,visitante
Lionel Messi,-,-,1,0,3,0,0,1,1,0,0,4,0,80.4,,15,barcelona,visitante
Ousmane Dembélé  75',-,-,5,2,6,0,1,2,2,0,0,1,0,67.6,,15,barcelona,visitante
Diego López,3,0,0,0,0,0,0,0,0,0,0,0,0,78.3,,16,espanyol,local
Didac Vilà,-,-,2,1,4,1,3,0,1,3,2,0,1,73.9,,16,espanyol,local
David López,-,-,0,0,0,0,0,1,2,3,0,0,0,93.8,,16,espanyol,local
Javi López,-,-,0,0,5,1,1,1,1,0,2,0,3,78,,16,espanyol,local
Mario Hermoso,-,-,2,2,0,0,0,0,2,2,1,3,0,88.9,,16,espanyol,local
Marc Roca,-,-,1,0,0,0,0,0,4,1,1,4,0,94.7,,16,espanyol,local
Esteban Granero  79',-,-,1,1,6,3,0,2,1,0,0,0,4,83.7,,16,espanyol,local
Sergi Darder,-,-,3,0,0,0,1,2,0,1,2,1,0,76.9,,16,espanyol,local
Sergio García  70',-,-,3,1,4,1,0,1,0,1,0,0,1,57.1,,16,espanyol,local
Leo Baptistâo  75',-,-,4,2,1,0,1,2,2,3,1,2,2,73.7,,16,espanyol,local
Borja Iglesias,-,-,2,2,0,0,0,1,2,0,1,0,3,84.2,,16,espanyol,local
Neto,7,0,0,0,0,0,0,0,0,0,0,0,0,66.7,,16,valencia,visitante
Gabriel Paulista,-,-,0,0,0,0,0,1,1,2,1,0,0,79.2,,16,valencia,visitante
José Gayà,-,-,1,0,7,1,3,2,3,3,3,0,2,86,,16,valencia,visitante
Cristiano Piccini,-,-,1,0,0,0,0,0,0,0,0,0,0,81,,16,valencia,visitante
Mouctar Diakhaby,-,-,0,0,0,0,0,0,3,2,0,0,0,86.3,,16,valencia,visitante
Dani Parejo,-,-,0,0,7,2,1,1,2,0,2,0,1,79,,16,valencia,visitante
Carlos Soler,-,-,3,0,3,1,2,2,0,0,1,1,2,81.8,,16,valencia,visitante
Geoffrey Kondogbia,-,-,3,2,0,0,1,1,0,2,5,1,1,90,,16,valencia,visitante
Daniel Wass  63',-,-,1,0,0,0,0,3,0,2,0,0,2,72,,16,valencia,visitante
Rodrigo Moreno  73',-,-,2,1,0,0,1,4,0,0,0,1,1,65,,16,valencia,visitante
Santi Mina  66',-,-,2,1,0,0,0,1,0,1,0,0,0,75,,16,valencia,visitante
Yassine Bono,4,0,0,0,0,0,0,0,0,0,0,0,0,51.9,,17,girona,local
Bernardo Espinosa,-,-,0,0,0,0,0,0,0,4,1,0,0,86.5,,17,girona,local
Juanpe Ramírez,-,-,1,1,0,0,0,0,0,1,0,0,0,82.8,,17,girona,local
Marc Muniesa,-,-,0,0,1,0,0,0,3,2,3,0,0,80,,17,girona,local
Pedro Porro  78',-,-,0,0,3,1,0,0,1,5,2,0,3,70.6,,17,girona,local
Álex Granell,-,-,2,1,4,2,1,1,0,0,2,1,1,79.5,,17,girona,local
Pere Pons  70',-,-,2,0,0,0,0,0,2,1,0,0,0,75,,17,girona,local
Cristian Portu,-,-,0,0,4,1,2,4,1,0,0,2,0,71.4,,17,girona,local
David Timor,-,-,1,0,0,0,0,0,1,0,0,0,0,75.7,,17,girona,local
Borja García,-,-,2,2,1,0,0,3,0,2,0,1,0,76.3,,17,girona,local
Choco Lozano  57',-,-,2,1,0,0,1,0,4,0,0,1,0,81.3,,17,girona,local
Keylor Navas,4,2,0,0,0,0,0,1,0,0,0,0,0,86.2,,17,real_madrid,visitante
Daniel Carvajal,-,-,0,0,3,0,2,1,2,1,1,1,0,89.6,,17,real_madrid,visitante
Sergio Ramos,-,-,3,1,0,0,0,3,0,1,1,0,0,91.5,,17,real_madrid,visitante
Nacho Fernández,-,-,1,0,1,0,2,0,1,1,2,0,1,91.3,,17,real_madrid,visitante
Marcelo  59',-,-,2,0,3,1,0,2,0,0,0,1,3,85.4,,17,real_madrid,visitante
Toni Kroos,-,-,2,1,5,0,1,1,1,1,0,1,1,96.3,,17,real_madrid,visitante
Casemiro,-,-,0,0,0,0,0,0,3,2,2,1,0,86.5,,17,real_madrid,visitante
Marco Asensio,-,-,2,0,6,2,1,2,0,0,0,1,1,92.9,,17,real_madrid,visitante
Isco Alarcón  76',-,-,2,1,1,0,0,1,1,0,0,1,2,88.9,,17,real_madrid,visitante
Karim Benzema,-,-,3,2,0,0,0,0,0,0,0,2,3,87,,17,real_madrid,visitante
Gareth Bale  86',-,-,4,2,2,1,0,2,1,1,0,3,3,80,,17,real_madrid,visitante
Tomáš Vaclík,6,0,0,0,0,0,0,0,0,0,0,0,0,70.6,,18,sevilla,local
Simon Kjaer,-,-,0,0,0,0,0,0,2,3,0,0,0,85.4,,18,sevilla,local
Sergio Escudero  82',-,-,3,0,3,1,0,2,1,2,2,0,2,84.2,,18,sevilla,local
Gabriel Mercado,-,-,1,0,0,0,0,0,3,0,0,0,0,93.5,,18,sevilla,local
Sergi Gómez,-,-,0,0,0,0,0,0,1,1,1,0,0,95.9,,18,sevilla,local
Éver Banega  62',-,-,1,0,5,2,2,1,1,0,2,2,2,88.5,,18,sevilla,local
Jesús Navas,-,-,1,0,13,3,1,3,0,1,1,1,0,78,,18,sevilla,local
Pablo Sarabia,-,-,3,0,6,2,0,2,2,0,1,0,3,76.7,,18,sevilla,local
Franco Vázquez  62',-,-,2,0,0,0,1,2,1,0,0,1,2,76.2,,18,sevilla,local
Roque Mesa,-,-,2,1,1,0,0,1,1,1,3,1,0,87.2,,18,sevilla,local
André Silva,-,-,4,1,1,1,0,2,1,0,0,1,2,70.4,,18,sevilla,local
Sergio Asenjo,2,0,0,0,0,0,0,0,0,0,0,0,0,50,,18,villarreal,visitante
Mario Gaspar,-,-,0,0,0,0,0,0,2,1,1,0,0,89.5,,18,villarreal,visitante
Álvaro González,-,-,0,0,0,0,0,0,1,1,1,0,0,88.9,,18,villarreal,visitante
Víctor Ruiz,-,-,1,0,0,0,0,1,1,3,1,0,0,94.3,,18,villarreal,visitante
Pablo Fornals  61',-,-,3,1,0,0,1,1,0,1,1,1,0,61.9,,18,villarreal,visitante
Manu Trigueros,-,-,1,0,1,0,0,2,1,1,3,0,3,88.7,,18,villarreal,visitante
Alfonso Pedraza,-,-,1,1,5,1,0,0,2,1,1,1,2,71.4,,18,villarreal,visitante
Santi Cazorla  78',-,-,2,0,5,2,1,3,2,0,2,1,2,83.9,,18,villarreal,visitante
Santiago Cáseres,-,-,0,0,0,0,0,0,2,2,5,0,1,92.7,,18,villarreal,visitante
Karl Toko Ekambi  60',-,-,3,3,1,0,2,0,1,0,0,1,0,83.3,,18,villarreal,visitante
Gerard Moreno,-,-,1,0,1,0,0,4,1,0,1,1,3,66.7,,18,villarreal,visitante
Oier Olazábal,6,0,0,0,0,0,0,0,0,0,0,0,0,63.2,,19,levante,local
Toño García,-,-,1,0,7,0,1,2,1,1,1,1,0,85.3,,19,levante,local
Sergio Postigo,-,-,0,0,0,0,0,0,0,0,2,0,0,83.8,,19,levante,local
Coke Andújar,-,-,0,0,7,1,0,0,0,0,1,1,1,82.4,,19,levante,local
Róber Pier,-,-,0,0,0,0,0,0,2,1,1,0,0,81.4,,19,levante,local
Cheick Doukouré  45',-,-,0,0,0,0,0,0,1,1,0,0,0,77.8,,19,levante,local
Enis Bardhi  70',-,-,3,1,5,0,2,1,0,0,3,1,1,76.7,,19,levante,local
José Luis Morales,-,-,4,3,7,3,1,2,2,1,0,2,5,70.4,,19,levante,local
Jason  58',-,-,0,0,5,1,1,0,2,0,1,1,1,70,,19,levante,local
José Campaña,-,-,0,0,3,1,0,0,3,0,1,0,0,81.8,,19,levante,local
Roger Martí,-,-,5,1,1,0,1,1,1,0,0,0,1,78.9,,19,levante,local
Sergio Álvarez,5,2,0,0,0,0,0,0,1,0,0,0,0,54.5,,19,celta,visitante
Hugo Mallo,-,-,3,0,6,1,2,0,1,1,1,1,1,70.4,,19,celta,visitante
Gustavo Cabral,-,-,2,1,0,0,1,0,0,4,5,0,1,84.8,,19,celta,visitante
Facundo Roncaglia,-,-,0,0,0,0,0,2,0,1,4,1,1,78.4,,19,celta,visitante
Junior Alonso,-,-,0,0,1,0,0,0,1,1,3,0,1,77.8,,19,celta,visitante
Néstor Araujo,-,-,1,1,0,0,0,0,1,1,2,0,0,82.9,,19,celta,visitante
Pione Sisto  81',-,-,5,3,3,2,2,3,0,0,0,3,3,93.3,,19,celta,visitante
Stanislav Lobotka,-,-,0,0,0,0,0,3,0,1,0,1,1,90.2,,19,celta,visitante
Fran Beltrán,-,-,1,0,0,0,0,1,1,1,1,0,1,91.9,,19,celta,visitante
Maxi Gómez  89',-,-,5,3,0,0,1,2,2,0,1,0,1,73.7,,19,celta,visitante
Iago Aspas  66',-,-,0,0,1,0,0,0,0,0,0,0,2,83.9,,19,celta,visitante
Unai Simón,2,3,0,0,0,0,0,0,0,0,0,0,0,76.9,,20,athletic,local
Yeray Álvarez,-,-,0,0,0,0,0,1,2,5,0,1,0,85.3,,20,athletic,local
Yuri Berchiche,-,-,2,1,3,1,0,1,1,1,0,0,1,85.4,,20,athletic,local
Óscar De Marcos  80',-,-,1,0,4,1,1,0,1,0,2,0,2,83.7,,20,athletic,local
Peru Nolaskoain,-,-,1,1,0,0,0,1,0,1,2,1,0,91.1,,20,athletic,local
Iker Muniaín,-,-,0,0,0,0,0,3,0,0,1,3,1,84.3,,20,athletic,local
Íñigo Córdoba  70',-,-,4,1,2,0,0,2,0,0,0,1,0,70,,20,athletic,local
Markel Susaeta  83',-,-,1,1,5,2,0,0,1,3,1,0,2,82.2,,20,athletic,local
Dani García,-,-,0,0,0,0,0,1,3,3,2,0,3,87.7,,20,athletic,local
Raúl García,-,-,2,0,1,0,0,5,3,2,2,0,1,70.2,,20,athletic,local
Iñaki Williams,-,-,3,0,0,0,2,1,2,0,0,1,2,78.9,,20,athletic,local
Axel Werner,2,0,0,0,0,0,0,0,0,0,0,0,0,33.3,,20,huesca,visitante
Jorge Pulido,-,-,0,0,0,0,0,1,1,1,1,1,1,76.7,,20,huesca,visitante
Jorge Miramón,-,-,1,1,3,3,0,1,1,3,3,0,2,72.7,,20,huesca,visitante
Xabier Etxeita,-,-,0,0,0,0,0,0,0,2,1,0,0,80,,20,huesca,visitante
Luisinho,-,-,0,0,0,0,0,3,0,2,2,3,0,83.3,,20,huesca,visitante
Gonzalo Melero,-,-,0,0,0,0,1,2,3,0,0,3,1,80,,20,huesca,visitante
Damián Musto,-,-,1,0,0,0,0,1,3,0,1,0,1,75.9,,20,huesca,visitante
Álex Gallar  68',-,-,0,0,1,0,0,1,0,2,0,1,1,77.1,,20,huesca,visitante
Moi Gómez  60',-,-,0,0,4,0,0,0,2,2,0,1,0,83.3,,20,huesca,visitante
'Cucho' Hernández,-,-,5,2,3,0,1,4,2,2,2,1,0,77.8,,20,huesca,visitante
Samuele Longo  76',-,-,0,0,0,0,0,2,3,0,0,0,0,70,,20,huesca,visitante
David Soria,4,2,0,0,0,0,0,0,0,0,0,0,0,60.9,,21,getafe,local
Vitorino Antunes,-,-,1,0,14,3,1,2,0,2,0,2,2,65,,21,getafe,local
Damián Suárez,-,-,2,0,5,2,1,2,2,1,4,1,2,75,,21,getafe,local
Dakonam Djené,-,-,0,0,0,0,0,0,3,3,0,0,0,84.4,,21,getafe,local
Bruno González,-,-,1,1,0,0,0,0,3,3,1,0,0,79.5,,21,getafe,local
Nemanja Maksimovic,-,-,3,1,0,0,0,1,0,2,1,0,0,75.8,,21,getafe,local
Francisco Portillo,-,-,0,0,3,0,2,1,2,1,1,3,0,78.1,,21,getafe,local
Mauro Arambarri,-,-,0,0,1,0,0,3,1,1,0,1,1,77.4,,21,getafe,local
Iván Alejo  45',-,-,0,0,4,1,0,3,5,0,1,1,1,66.7,,21,getafe,local
Jaime Mata  57',-,-,2,1,0,0,1,0,2,0,0,0,0,40,,21,getafe,local
Ángel Rodríguez  82',-,-,1,0,1,0,1,0,2,0,0,0,0,50,,21,getafe,local
Jordi Masip,3,2,0,0,0,0,0,0,0,0,0,0,0,15.4,,21,valladolid,visitante
Kiko Olivas,-,-,0,0,0,0,0,1,0,2,1,0,0,81.5,,21,valladolid,visitante
Fernando Calero,-,-,0,0,0,0,0,1,0,0,1,0,0,86.2,,21,valladolid,visitante
Javi Moyano,-,-,1,1,0,0,0,2,2,5,2,0,0,57.1,,21,valladolid,visitante
Nacho Martínez,-,-,0,0,0,0,1,0,0,3,0,0,0,53.8,,21,valladolid,visitante
Toni Villa  78',-,-,2,0,1,1,0,3,2,0,4,2,2,50,,21,valladolid,visitante
Rubén Alcaraz,-,-,2,1,2,0,2,4,1,1,1,0,0,71.7,,21,valladolid,visitante
Anuar Mohamed,-,-,0,0,0,0,0,5,3,1,2,0,0,76.3,,21,valladolid,visitante
Keko Gontán  66',-,-,0,0,2,0,1,1,2,0,4,0,0,66.7,,21,valladolid,visitante
Óscar Plano,-,-,0,0,9,1,2,1,2,0,2,1,1,73.9,,21,valladolid,visitante
Enes Ünal  69',-,-,1,1,0,0,1,2,1,0,1,0,0,46.7,,21,valladolid,visitante
Sergio Asenjo,5,0,0,0,0,0,0,1,0,0,0,0,0,78.9,,22,villarreal,local
Víctor Ruiz,-,-,0,0,0,0,0,1,0,2,0,0,0,84.4,,22,villarreal,local
Álvaro González,-,-,0,0,0,0,0,1,0,0,0,0,0,90.8,,22,villarreal,local
Mario Gaspar,-,-,0,0,4,2,0,0,3,3,2,0,2,80.9,,22,villarreal,local
Santiago Cáseres  65',-,-,0,0,0,0,0,1,4,0,3,0,0,93.9,,22,villarreal,local
Manu Trigueros,-,-,1,0,1,0,1,0,4,1,1,0,1,91.3,,22,villarreal,local
Alfonso Pedraza,-,-,3,1,5,0,1,0,2,0,0,2,0,89.5,,22,villarreal,local
Pablo Fornals,-,-,4,0,0,0,1,1,0,1,0,2,2,85.5,,22,villarreal,local
Santi Cazorla  74',-,-,1,0,6,0,2,2,0,1,1,0,2,92.5,,22,villarreal,local
Gerard Moreno,-,-,3,1,1,1,0,0,0,0,0,0,3,68,,22,villarreal,local
Karl Toko Ekambi  82',-,-,1,1,2,1,1,1,1,0,0,1,1,81,,22,villarreal,local
Yassine Bono,3,1,0,0,0,0,0,0,0,0,0,0,0,48.4,,22,girona,visitante
Bernardo Espinosa,-,-,0,0,0,0,0,0,1,2,1,0,0,80,,22,girona,visitante
Pedro Alcalá,-,-,1,0,2,0,0,0,1,1,1,0,0,81.3,,22,girona,visitante
Aday Benítez  77',-,-,2,0,4,0,1,2,2,0,1,0,2,90.9,,22,girona,visitante
Juanpe Ramírez,-,-,2,1,0,0,0,0,1,0,0,0,0,80,,22,girona,visitante
Pedro Porro,-,-,1,0,4,1,0,2,0,1,1,3,1,52.4,,22,girona,visitante
Álex Granell,-,-,2,0,3,2,0,0,0,4,0,1,3,86.8,,22,girona,visitante
Pere Pons,-,-,1,1,0,0,1,0,1,2,4,1,0,77.8,,22,girona,visitante
Borja García  80',-,-,3,2,1,0,0,4,0,2,0,0,1,82.6,,22,girona,visitante
Christian Stuani,-,-,2,2,0,0,0,2,3,0,1,1,1,69.2,,22,girona,visitante
Choco Lozano  58',-,-,0,0,0,0,0,3,2,0,0,0,1,77.8,,22,girona,visitante
Marko Dmitrovic,1,0,0,0,0,0,0,0,1,0,0,0,0,46.2,,23,eibar,local
Rubén Peña,-,-,0,0,7,1,0,1,3,0,2,0,0,65.1,,23,eibar,local
Paulo Oliveira,-,-,0,0,0,0,0,1,0,3,1,0,0,56.4,,23,eibar,local
Anaitz Arbilla,-,-,1,0,1,0,1,1,1,2,0,0,2,67.4,,23,eibar,local
Pedro Bigas  45',-,-,0,0,0,0,0,0,1,0,0,0,0,65.4,,23,eibar,local
Pape Diop,-,-,1,0,1,0,0,1,2,3,1,0,0,66.7,,23,eibar,local
Fabián Orellana  45',-,-,0,0,2,1,2,1,0,0,0,3,0,73.1,,23,eibar,local
Sergio Álvarez,-,-,0,0,0,0,0,2,1,1,3,0,1,80.5,,23,eibar,local
Sergi Enrich,-,-,1,0,0,0,0,1,3,0,0,0,1,80.4,,23,eibar,local
Marc Cardona  72',-,-,1,1,0,0,0,0,3,0,0,0,1,68.8,,23,eibar,local
Pere Milla,-,-,2,0,6,2,1,3,2,0,1,0,0,51.6,,23,eibar,local
Gerónimo Rulli,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,,23,real_sociedad,visitante
Aritz Elustondo,-,-,1,0,0,0,0,1,0,4,1,0,0,61.1,,23,real_sociedad,visitante
Héctor Moreno,-,-,0,0,0,0,0,0,1,3,0,0,0,73.3,,23,real_sociedad,visitante
Theo Hernández,-,-,1,0,1,0,1,6,1,3,2,2,0,61.5,,23,real_sociedad,visitante
Joseba Zaldua,-,-,0,0,1,0,1,1,2,4,1,0,0,40.6,,23,real_sociedad,visitante
Asier Illarramendi  84',-,-,2,0,3,1,0,2,2,2,1,0,1,60.5,,23,real_sociedad,visitante
Igor Zubeldia,-,-,0,0,0,0,0,1,2,2,2,2,0,65.8,,23,real_sociedad,visitante
Mikel Oyarzabal,-,-,1,0,0,0,0,2,0,1,1,3,0,43.5,,23,real_sociedad,visitante
Luca Sangalli,-,-,0,0,1,0,0,1,0,0,1,1,0,47.4,,23,real_sociedad,visitante
Juanmi Jiménez  72',-,-,1,1,0,0,0,2,3,0,0,1,0,76.9,,23,real_sociedad,visitante
Willian José  17',-,-,1,1,0,0,0,0,0,0,0,0,0,20,,23,real_sociedad,visitante
Sergio Álvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,,24,celta,local
Hugo Mallo,-,-,1,1,6,1,1,0,3,0,1,2,1,84.1,,24,celta,local
Gustavo Cabral,-,-,0,0,0,0,0,0,1,4,2,0,0,84.8,,24,celta,local
Facundo Roncaglia,-,-,0,0,0,0,0,2,1,2,0,0,0,85.4,,24,celta,local
Junior Alonso,-,-,0,0,0,0,0,0,1,1,1,0,1,75,,24,celta,local
Néstor Araujo,-,-,1,1,0,0,0,0,0,2,0,1,0,89.8,,24,celta,local
Pione Sisto  68',-,-,1,0,0,0,0,2,0,0,0,1,1,78.3,,24,celta,local
Stanislav Lobotka  80',-,-,0,0,0,0,0,1,1,0,0,3,0,88.6,,24,celta,local
Fran Beltrán,-,-,3,0,0,0,0,0,0,0,0,1,0,95.1,,24,celta,local
Maxi Gómez,-,-,1,1,1,1,0,5,3,0,0,1,3,57.9,,24,celta,local
Iago Aspas  87',-,-,3,1,0,0,1,1,1,0,0,0,1,80,,24,celta,local
Jan Oblak,2,0,0,0,0,0,0,0,0,0,0,0,0,60,,24,atletico,visitante
Diego Godín,-,-,0,0,0,0,0,2,2,1,1,1,0,89.7,,24,atletico,visitante
Filipe Luis,-,-,0,0,7,1,1,0,1,1,3,1,1,83.1,,24,atletico,visitante
Stefan Savic  69',-,-,0,0,1,0,0,0,2,0,0,0,0,76.7,,24,atletico,visitante
José María Giménez  67',-,-,2,0,0,0,1,2,1,0,0,0,0,79.2,,24,atletico,visitante
Thomas Teye  55',-,-,0,0,0,0,0,0,2,1,2,0,0,89.7,,24,atletico,visitante
Koke Resurrección,-,-,0,0,5,2,0,2,0,0,1,0,0,88.1,,24,atletico,visitante
Saúl Ñíguez,-,-,3,0,1,1,1,1,2,0,1,0,1,80,,24,atletico,visitante
Antoine Griezmann,-,-,3,0,6,1,1,2,0,0,0,0,4,78.9,,24,atletico,visitante
Ángel Correa  55',-,-,2,0,1,0,2,1,0,0,0,1,1,76.5,,24,atletico,visitante
Diego Costa,-,-,0,0,1,0,1,0,2,0,0,0,1,78.9,,24,atletico,visitante
Thibaut Courtois,2,1,0,0,0,0,0,0,0,0,0,0,0,100,,25,real_madrid,local
Daniel Carvajal,-,-,0,0,4,1,1,2,1,2,2,3,4,95.6,,25,real_madrid,local
Sergio Ramos,-,-,1,1,1,0,1,1,1,1,2,0,0,95.6,,25,real_madrid,local
Raphaël Varane,-,-,1,0,0,0,0,0,0,0,1,1,0,94,,25,real_madrid,local
Marcelo,-,-,0,0,4,2,1,0,0,1,2,0,2,88.8,,25,real_madrid,local
Toni Kroos,-,-,2,0,5,1,0,2,1,0,0,0,2,95.3,,25,real_madrid,local
Luka Modric  61',-,-,0,0,1,0,0,0,2,0,0,0,1,91.2,,25,real_madrid,local
Casemiro,-,-,0,0,0,0,0,3,1,1,2,0,0,85.1,,25,real_madrid,local
Marco Asensio  77',-,-,3,1,4,3,1,1,1,0,0,3,4,86.5,,25,real_madrid,local
Karim Benzema,-,-,4,3,0,0,1,0,0,0,0,0,0,86.5,,25,real_madrid,local
Gareth Bale  84',-,-,5,2,4,0,1,0,1,0,0,1,0,84.5,,25,real_madrid,local
Iván Cuéllar,4,1,0,0,0,0,0,0,0,0,0,0,0,47.8,,25,leganes,visitante
Unai Bustinza,-,-,0,0,0,0,0,1,1,3,1,0,0,72.4,,25,leganes,visitante
Dimitrios Siovas,-,-,0,0,0,0,0,0,1,2,1,1,0,85,,25,leganes,visitante
Juanfran Moreno,-,-,0,0,5,0,0,0,0,0,0,1,0,77.3,,25,leganes,visitante
Jonathan Silva,-,-,0,0,5,3,0,0,0,0,2,0,3,51.9,,25,leganes,visitante
Gerard Gumbau,-,-,0,0,0,0,0,0,2,1,1,0,0,75,,25,leganes,visitante
Nabil El Zhar  69',-,-,1,0,0,0,0,1,0,0,0,0,0,90,,25,leganes,visitante
Javier Eraso  69',-,-,1,1,1,1,0,2,1,0,0,0,2,92.3,,25,leganes,visitante
Rubén Pérez,-,-,0,0,0,0,0,3,1,4,0,0,0,86.1,,25,leganes,visitante
Michael Santos  80',-,-,3,1,0,0,0,1,2,0,0,0,0,92.3,,25,leganes,visitante
Guido Carrillo,-,-,1,1,0,0,1,1,1,0,1,0,0,59.1,,25,leganes,visitante
Oier Olazábal,3,0,0,0,0,0,0,0,0,0,0,0,0,60.9,,26,levante,local
Toño García,-,-,0,0,4,0,0,2,1,1,2,0,0,86.5,,26,levante,local
Chema Rodríguez,-,-,0,0,0,0,0,0,1,2,1,0,0,83.3,,26,levante,local
Sergio Postigo  45',-,-,0,0,0,0,0,0,1,1,1,0,0,57.1,,26,levante,local
Coke Andújar  75',-,-,1,0,9,3,1,0,2,2,2,0,2,73.5,,26,levante,local
Enis Bardhi,-,-,2,1,4,1,1,3,2,1,0,0,2,80,,26,levante,local
José Luis Morales,-,-,1,0,6,2,0,1,1,1,0,3,3,80,,26,levante,local
José Campaña,-,-,0,0,2,0,0,1,1,1,1,2,3,90.2,,26,levante,local
Sanji Prcic  64',-,-,1,0,1,0,0,0,0,0,2,0,0,81.6,,26,levante,local
Roger Martí,-,-,5,2,2,0,1,1,1,0,2,0,0,53.3,,26,levante,local
Emmanuel Boateng  68',-,-,3,1,0,0,0,1,1,0,0,1,0,71.4,,26,levante,local
Neto,2,0,0,0,0,0,0,0,0,1,0,0,0,47.6,,26,valencia,visitante
Gabriel Paulista,-,-,0,0,0,0,0,2,1,1,1,0,1,88.6,,26,valencia,visitante
Cristiano Piccini,-,-,0,0,2,0,0,0,1,0,2,0,0,88.6,,26,valencia,visitante
Mouctar Diakhaby,-,-,1,0,0,0,0,1,2,3,2,0,0,83.3,,26,valencia,visitante
José Gayà,-,-,0,0,4,2,1,3,1,0,2,1,1,85.4,,26,valencia,visitante
